ID,tip_r,indentation_depth,specimen_E,specimen_n,yield_stress,slope,slope_2,slope_3,work_total,work_elastic,work_plastic,work_ratio,curvature,curvature_linear,curvature_shift,h_ratio,norm_curvature,norm_curvature_linear,norm_curvature_shift,norm_slope,curvature_200,curvature_200_norm,curvature_200_norm_linear,curvature_200_norm_shift,work_total_trapz,work_elastic_trapz,work_plastic_trapz,work_ratio_trapz,alpha,exp,alpha_norm,exp_norm
77010,0.944,0.23,1554.8,0.13,540.35,1770.3366891237542,1450.872647240976,1782.873408416886,22.773682858900003,23.362033355410233,-0.5883504965102269,-0.02583466627490592,3141.62621382683,429.8657173753413,-3.2093414465747894,1.0,0.6361392916079023,0.3784449275098048,-0.012284514258506988,1.5281014685521042,3170.983481292675,0.6072143829317777,0.4133229568057574,-0.01610970042729041,22.773682858900003,-23.362033355410233,46.13571621431024,2.025834666274906,4.484715854514003,8.106208872716957e-08,0.9909798698254952,1.5525349770808692
77011,0.856,0.23,12820.4,0.223,314.52,19097.261295822682,17896.21902507126,19089.736949706963,116.46105335700004,50.28778872446884,66.17326463253119,0.5682008081249573,15474.614771346509,2164.725671049167,-2.355359852421455,0.3880000000000001,0.6153090162358019,0.3742385084963917,-0.0017704161700616784,3.2778573459584184,14687.433690555821,0.5576951366022985,0.4415031811980271,-0.005946628078649323,116.46105335700004,-50.28778872446884,166.74884208146887,1.4317991918750428,4.114835041225736,1.4964680444077453e-07,0.972598289598676,1.5046071887537626
77012,0.133,0.23,9149.4,0.498,33.39,11658.958702466944,10915.254863087104,11655.769927536236,30.920760948400012,7.447943398358915,23.47281755004109,0.7591280689764426,7177.18585864567,98.52316363265273,0.5367510313101469,0.1840000000000001,0.9420935806737364,0.056227700488432286,0.0013318561999070585,6.6558996884936725,7140.0599477492015,0.9230256064563566,0.06828539781212035,0.0013274200102818398,30.920760948400012,-7.447943398358915,38.368704346758925,1.2408719310235574,4.423516685446332,4.588835982759615e-07,0.9956636395633226,1.9071729312699903
77013,0.588,0.23,14144.6,0.14300000000000002,44.82,24659.673913043487,24202.62335753832,24660.21080368871,32.88124758000001,3.1144049483988083,29.7668426316012,0.9052832487325346,5564.957670186891,398.5505901369489,2.8304075140570997,0.08100000000000017,0.7648720619554019,0.2381675535523229,0.007353939865596912,14.729549918662345,5213.4326888811465,0.6947722759859356,0.30855778778699605,0.0045253361111136006,32.88124758000001,-3.1144049483988083,35.995652528398814,1.0947167512674654,4.544446842611751,1.0482598337826652e-07,0.99515639441498,1.6315825017728958
77014,0.507,0.23,8254.7,0.458,25.07,11665.358401880148,11190.718692762804,11665.978260869573,31.67863640710001,6.451690748428214,25.2269456586718,0.7963393794632454,5566.773863996251,368.2627706872503,0.9792748826722408,0.1840000000000001,0.7780267296152903,0.22377981262977872,0.002587259983295885,7.088314922312713,5505.371941218152,0.7418752262942748,0.25814479969140475,0.002474238406922531,31.67863640710001,-6.451690748428214,38.13032715552822,1.2036606205367546,4.566711070817403,1.7770397571604915e-07,0.9916618679734024,1.6703033709119566
77015,0.59,0.23,5362.3,0.246,187.58,7009.675470183717,6537.818066114935,7273.995225609516,47.815563019799995,24.563818380500532,23.251744639299478,0.4862798463686631,7653.3376546805985,683.1869433643216,-0.058355335054130826,0.439,0.7178867515875862,0.2786228791455686,-0.00010347329229243309,2.8156664996364142,7593.606580112073,0.6887151758298908,0.31844644336491423,-0.0009186667937532976,47.815563019799995,-24.563818380500532,72.37938140030053,1.513720153631337,4.583686126188517,3.982164723554073e-08,0.9828954549509292,1.612179010354576
77016,0.77,0.23,12113.0,0.061,33.47,24212.915601023058,22993.50728981164,24211.59420289769,23.986467999000002,1.6068571995008498,22.37961079949915,0.933009845402506,3231.148140878472,427.3157194903086,0.8306243095522632,0.060000000000000026,0.6329414497924135,0.363938245095548,0.003075782748201642,20.62251051954005,3571.934382054139,0.646470281405879,0.33652286690676325,0.011612391207017523,23.986467999000002,-1.6068571995008498,25.593325198500853,1.066990154597494,4.4466130090774865,1.3265638006691684e-07,0.9829908130475512,1.4994077130358698
77017,0.42,0.23,7982.2,0.426,25.88,11462.83309957923,10889.859104628924,11461.159420289863,28.16782631380001,5.519942628799883,22.647883685000124,0.8040337735931172,5299.085289030857,272.9027114766398,1.0592051075005648,0.16699999999999998,0.8101710462999087,0.1814077414783336,0.0030612604904523195,7.62144589721675,5240.092986278169,0.7749914912237037,0.21153550405277108,0.00310888483186143,28.16782631380001,-5.519942628799883,33.687768942599895,1.1959662264068829,4.575951449420456,1.5700606843799802e-07,0.98349890745475,1.7206173148000066
77018,0.129,0.23,23196.0,0.226,33.05,36477.470355730664,35700.53568400315,36476.81159420169,26.704822917900014,1.7938335926997837,24.91098932520023,0.9328273548858701,6247.078780181055,76.4510827765589,0.6408018027712605,0.05100000000000008,0.9319160292651588,0.04958559105647292,0.0018070437351057405,23.660891372967118,6259.895548873596,0.9526598269420002,0.05841941889578636,0.002450445242682408,26.704822917900014,-1.7938335926997837,28.49865651059979,1.06717264511413,4.672666441254663,2.0783732204232675e-07,0.9796329243858078,1.9138016080238756
77019,0.989,0.23,8175.7,0.449,783.42,9809.530509382852,8586.561875748415,10212.53126431606,116.67193720600004,100.79856345492072,15.873373751079303,0.1360513430324956,14513.701664999111,2465.1733465393645,-19.019804786548843,0.8300000000000001,0.5831939354091141,0.4306797358664158,-0.01444725062084445,1.6966197823287297,14501.52812571475,0.5485386346614869,0.4741515706082008,-0.01968329362853772,116.67193720600004,-100.79856345492072,217.47050066092083,1.8639486569675043,4.128488820159522,1.097905685668246e-06,0.9881644910180988,1.5034521584843528
77020,0.627,0.23,458.2,0.223,250.0,490.0637651890226,389.38958580274095,512.0851644564525,5.718514776290001,5.871141004370228,-0.1526262280802282,-0.026689837143211416,923.7306683644427,83.97314375959023,-0.4084381469424033,1.0,0.7194121742045704,0.2843446037502841,-0.006013163178575798,1.6153322444697134,914.8929816680583,0.6844372502644479,0.3243517868774701,-0.009136772670796264,5.718514776290001,-5.871141004370228,11.58965578066023,2.0266898371432114,4.576798388817413,1.2682137238524092e-08,0.9863851269748763,1.6332033034003701
77021,0.16399999999999998,0.23,8238.6,0.044,127.54,11733.058925082907,11218.577324129343,11993.29710144928,34.52272067880001,8.757920325800233,25.76480035299978,0.7463143068217574,7803.008848320146,141.1061053529949,0.6631806111907231,0.201,0.934164278686618,0.07344785149280747,0.001500851240837209,6.042496057555523,7721.348915009007,0.9156438396062,0.09250542183861032,0.0010519072945592636,34.52272067880001,-8.757920325800233,43.28064100460024,1.2536856931782423,4.422274339556108,1.681898459683798e-07,1.0040220996698253,1.8817293240014603
77022,0.113,0.23,23424.8,0.341,86.19,31741.92546583838,30420.55649420904,31768.03069053714,60.351203565200024,10.102691124613527,50.24851244058649,0.8326016628036398,14255.219811108816,155.21399464053283,0.95839414739302,0.129,0.964451942427712,0.04565726616528963,0.001225725786849715,9.336208644652796,14218.289570617273,0.933618713608688,0.05259473280382038,0.001655369218465578,60.351203565200024,-10.102691124613527,70.45389468981355,1.16739833719636,4.4852616496305195,1.1568634941097233e-07,1.0079362242814152,1.924053701302879
77023,0.898,0.23,8556.6,0.423,124.94,12392.786431768263,11756.753195086123,12396.414675545113,73.64727026700001,29.869046933752823,43.778223333247176,0.5944310383064313,9656.533926773976,1397.6542229493634,-2.5544324056183005,0.3710000000000001,0.6150184554246172,0.38702480175022747,-0.003075430518577932,3.430474433658816,9218.34364702712,0.5547618680473029,0.4483909402717863,-0.00729175771215417,73.64727026700001,-29.869046933752823,103.51631720075285,1.4055689616935687,4.558790781697068,5.29040683998986e-07,0.9839761561090276,1.5008809328435702
77024,0.61,0.23,13016.0,0.16,121.43,20968.85466357729,19734.67649504557,20967.14673913044,61.991744934,13.371949967345856,48.619794966654155,0.784294667272515,9774.512907739167,895.9600686170387,1.2835632840772533,0.1840000000000001,0.7125193611044734,0.2839633855751784,0.0017687395607122942,6.624541200245919,9921.83639114906,0.6952466360377281,0.3072715756492993,0.00393694285611993,61.991744934,-13.371949967345856,75.36369490134587,1.2157053327274852,4.592759683500625,1.1655244667139972e-08,0.9837419506800686,1.5971828591512964
77025,0.974,0.23,11586.9,0.174,359.22,17291.410295738686,15925.714849257309,17508.029063775917,120.05882511400002,56.301500958263034,63.75732415573698,0.5310507086438435,14293.804273428203,2529.399950578026,-7.724348921295557,0.42200000000000004,0.5672016833181435,0.4363945965370579,-0.005794234462123364,2.881722676927016,13904.083602227023,0.5145913022883869,0.4855238511149132,-0.009202981263014413,120.05882511400002,-56.301500958263034,176.36032607226304,1.4689492913561564,4.115487338098543,2.689621580701469e-07,0.9832134028765084,1.4591922403336857
77026,0.5670000000000001,0.23,9593.4,0.032,116.35,16181.066718892813,15183.566443478147,16180.942028985515,46.189976982400005,10.046668663000858,36.14330831939915,0.7824924514071745,7687.809899159109,598.2807733334088,1.8749339094327369,0.1840000000000001,0.7374525048751662,0.2495218731708166,0.0033998661698174232,6.731442389115608,7508.008022271595,0.6838670493498988,0.2879110196518596,0.0030351638881969075,46.189976982400005,-10.046668663000858,56.236645645400856,1.2175075485928255,4.584742786989838,7.54454970411896e-08,0.9763711116445885,1.6292643463203254
77027,0.257,0.23,3552.7,0.271,947.06,3421.806600987849,2732.5568803752794,3449.4759691797967,34.794012962900005,35.3079975759702,-0.5139846130701926,-0.014772214220252253,7254.0623815157705,241.5218157700617,-0.0648628995697571,0.949,0.8735218584995738,0.12645063557241967,-0.00014764817589512145,1.7456575096285691,7213.6155890711025,0.8512128995389869,0.1482418100745008,-0.000777912389258825,34.794012962900005,-35.3079975759702,70.1020105388702,2.0147722142202524,4.65784510975184,3.952728664275606e-07,0.9925773752965191,1.8129718314353795
77028,0.636,0.23,20034.3,0.446,89.61,29246.170051787773,27535.06637049348,29242.844202898574,96.19638790400002,23.6251046817932,72.57128322220683,0.7544075698001254,15518.78962632261,1331.8384655431626,2.6678519947214454,0.21800000000000005,0.7203601009272083,0.2687914853802195,0.0023409811283465515,5.9034568223383115,14838.466950546679,0.6637390696524539,0.3269796269931193,-0.00033049961761766333,96.19638790400002,-23.6251046817932,119.82149258579321,1.2455924301998746,4.041709735436076,1.048411300297694e-07,0.9773281100092542,1.611048904036871
77029,0.599,0.23,7914.7,0.426,135.27,10932.737816253572,10001.896102453957,10984.184619402007,60.5628548828,26.126675850900913,34.4361790318991,0.5686023074463594,9779.986722713002,849.3462573257341,0.26492698584113583,0.3710000000000001,0.7206111049799961,0.27209440705013765,0.0003690065329269244,3.3989254184992936,9598.295910880215,0.6865699368308228,0.3185055161615429,-0.0010757738182823428,60.5628548828,-26.126675850900913,86.68953073370092,1.431397692553641,4.602806606367543,4.0867434097334704e-07,0.979589448886204,1.6167957493706278
77030,0.203,0.23,6881.6,0.35600000000000004,551.27,7102.430136064188,6283.486347741834,7225.8222685064675,58.845220264800005,45.08543431144224,13.75978595335777,0.2338301376295228,12779.72496491161,324.21657382351344,0.6378463747154008,0.643,0.9001328132712738,0.09928701829019354,0.000849269159981721,2.120478205419826,12742.262900895936,0.8841585592306224,0.11573573386549928,0.0009274030969999863,58.845220264800005,-45.08543431144224,103.93065457624226,1.7661698623704774,4.446404327189929,1.0814702732641688e-07,0.9939998841950548,1.8464365936298184
